90,Merchant,Login,2015-09-01,11:06:15,1.0
4,Merchant,Login,2015-09-01,11:27:48,1.0
90,Merchant,Login,2015-09-01,12:50:03,1.0
90,Merchant,Login,2015-09-01,12:50:09,1.0
90,Merchant,Login,2015-09-01,12:51:15,1.0
20,Customer,Login,2015-09-01,12:56:24,1.0
2,Customer,Login,2015-09-01,12:04:26,1.0
2,Customer,Login,2015-09-01,12:59:27,1.0
20,Customer,Login,2015-09-01,12:09:28,1.0
21,Customer,Login,2015-09-01,12:38:29,1.0
20,Customer,Login,2015-09-01,12:42:29,1.0
20,Customer,Login,2015-09-01,12:48:31,1.0
20,Customer,Login,2015-09-01,12:03:35,1.0
2,Customer,Login,2015-09-01,12:04:50,1.0
21,Customer,Login,2015-09-01,12:38:51,1.0
6,Customer,Login,2015-09-01,12:28:52,1.0
20,Customer,Login,2015-09-01,12:22:54,1.0
21,Customer,Login,2015-09-01,13:20:01,1.0
21,Customer,Login,2015-09-01,14:04:08,1.0
21,Customer,Login,2015-09-01,14:10:11,1.0
2,Customer,Login,2015-09-01,14:58:16,1.0
21,Customer,Login,2015-09-01,14:17:17,1.0
21,Customer,Login,2015-09-01,14:16:19,1.0
6,Customer,Login,2015-09-01,14:04:30,1.0
4,Merchant,Login,2015-09-01,14:36:52,1.0
6,Customer,Login,2015-09-01,14:12:53,1.0
6,Customer,Login,2015-09-01,14:28:56,1.0
6,Customer,Login,2015-09-01,14:32:57,1.0
6,Customer,Login,2015-09-01,14:34:58,1.0
6,Customer,Login,2015-09-01,14:10:59,1.0
6,Customer,Login,2015-09-01,15:27:00,1.0
6,Customer,Login,2015-09-01,15:04:03,1.0
6,Customer,Login,2015-09-01,15:38:04,1.0
6,Customer,Login,2015-09-01,15:51:05,1.0
6,Customer,Login,2015-09-01,15:20:07,1.0
6,Customer,Login,2015-09-01,15:39:08,1.0
93,Customer,Login,2015-09-01,15:45:11,1.0
94,Customer,Login,2015-09-01,15:16:14,1.0
94,Customer,Login,2015-09-01,15:48:15,1.0
6,Customer,Login,2015-09-01,15:25:19,1.0
4,Merchant,Login,2015-09-01,15:07:20,1.0
