65,Customer,Login,2015-11-09,09:55:23,1.0.5
6,Customer,Login,2015-11-09,11:46:48,1.0.5
6,Customer,Login,2015-11-09,11:51:57,1.0.5
6,Customer,Login,2015-11-09,12:27:40,1.0.5
6,Customer,Login,2015-11-09,14:54:41,1.0.5
6,Customer,Login,2015-11-09,14:15:45,1.0.5
6,Customer,Login,2015-11-09,15:32:03,1.0.5
6,Customer,Login,2015-11-09,15:15:07,1.0.5
6,Customer,Login,2015-11-09,15:56:08,1.0.5
6,Customer,Login,2015-11-09,15:22:14,1.0.5
6,Customer,Login,2015-11-09,15:32:15,1.0.5
6,Customer,Login,2015-11-09,15:44:19,1.0.5
6,Customer,Login,2015-11-09,16:05:50,1.0.5
6,Customer,Login,2015-11-09,16:38:53,1.0.5
6,Customer,Login,2015-11-09,16:08:57,1.0.5
6,Customer,Login,2015-11-09,16:58:59,1.0.5
6,Customer,Login,2015-11-09,17:17:03,1.0.5
6,Customer,Login,2015-11-09,17:27:06,1.0.5
6,Customer,Login,2015-11-09,17:04:12,1.0.5
6,Customer,Login,2015-11-09,17:04:48,1.0.5
6,Customer,Login,2015-11-09,17:32:52,1.0.5
6,Customer,Login,2015-11-09,17:56:53,1.0.5
6,Customer,Login,2015-11-09,18:01:19,1.0.5
6,Customer,Login,2015-11-09,18:03:22,1.0.5
6,Customer,Login,2015-11-09,18:23:27,1.0.5
6,Customer,Login,2015-11-09,18:07:30,1.0.5
6,Customer,Login,2015-11-09,18:58:32,1.0.5
6,Customer,Login,2015-11-09,18:34:35,1.0.5
6,Customer,Login,2015-11-09,18:38:40,1.0.5
6,Customer,Login,2015-11-09,18:04:47,1.0.5
6,Customer,Login,2015-11-09,18:29:51,1.0.5
