11,Customer,Login,2015-09-25,05:01:52,1.0
11,Customer,Login,2015-09-25,05:35:57,1.0
11,Customer,Login,2015-09-25,05:17:59,1.0
112,Merchant,Login,2015-09-25,06:31:03,1.0
112,Merchant,Login,2015-09-25,06:13:05,1.0
6,Customer,Login,2015-09-25,11:13:14,1.0
6,Customer,Login,2015-09-25,11:29:16,1.0
6,Customer,Login,2015-09-25,11:15:19,1.0
6,Customer,Login,2015-09-25,11:41:21,1.0
6,Customer,Login,2015-09-25,11:20:25,1.0
6,Customer,Login,2015-09-25,11:48:42,1.0
6,Customer,Login,2015-09-25,11:25:44,1.0
113,Customer,Login,2015-09-25,11:13:47,1.0
113,Customer,Login,2015-09-25,11:46:48,1.0
113,Customer,Login,2015-09-25,11:35:49,1.0
113,Customer,Login,2015-09-25,11:29:54,1.0
20,Customer,Login,2015-09-25,19:37:05,1.0
20,Customer,Login,2015-09-25,19:43:18,1.0
