11,Customer,Login,2015-10-05,06:34:34,5.0.1
11,Customer,Login,2015-10-05,06:09:38,5.0.1
116,Merchant,Login,2015-10-05,06:12:40,5.0.1
11,Customer,Login,2015-10-05,06:40:44,5.0.1
116,Merchant,Login,2015-10-05,06:07:48,5.0.1
11,Customer,Login,2015-10-05,06:05:49,5.0.1
131,Customer,Login,2015-10-05,06:53:49,5.0.1
131,Customer,Login,2015-10-05,06:59:52,5.0.1
20,Customer,Login,2015-10-05,12:44:06,5.0.1
138,Customer,Login,2015-10-05,14:12:06,5.0.1
138,Customer,Login,2015-10-05,14:57:07,5.0.1
138,Customer,Login,2015-10-05,14:27:40,5.0.1
138,Customer,Login,2015-10-05,14:47:44,5.0.1
138,Customer,Login,2015-10-05,15:56:16,0
138,Customer,Login,2015-10-05,15:01:25,0
143,Customer,Login,2015-10-05,15:57:53,5.0.1
4,Merchant,Login,2015-10-05,18:36:53,5.0.1
4,Merchant,Login,2015-10-05,19:52:02,5.0.2
