65,Customer,Login,2016-02-16,03:05:28,1.2.1
65,Customer,Login,2016-02-16,03:15:45,1.2.1
66,Merchant,Login,2016-02-16,03:05:46,1.2.1
65,Customer,Login,2016-02-16,03:09:47,1.2.1
66,Merchant,Login,2016-02-16,03:12:48,1.2.1
65,Customer,Login,2016-02-16,03:40:48,1.2.1
66,Merchant,Login,2016-02-16,03:14:52,1.2.1
65,Customer,Login,2016-02-16,03:33:52,1.2.1
66,Merchant,Login,2016-02-16,03:49:55,1.2.1
66,Merchant,Login,2016-02-16,04:27:05,1.2.1
65,Customer,Login,2016-02-16,04:28:41,1.2.1
66,Merchant,Login,2016-02-16,04:49:47,1.2.1
65,Customer,Login,2016-02-16,05:19:29,1.2.1
65,Customer,Login,2016-02-16,05:59:29,1.2.1
