157,Merchant,Login,2016-01-08,06:41:38,1.1.3
11,Customer,Login,2016-01-08,06:07:45,1.1.3
157,Merchant,Login,2016-01-08,06:54:48,1.1.3
145,Merchant,Login,2016-01-08,07:01:05,1.1.3
20,Customer,Login,2016-01-08,10:52:59,1.1.3
20,Customer,Login,2016-01-08,11:03:24,1.1.4
158,Customer,Login,2016-01-08,11:28:58,1.1.3
20,Customer,Login,2016-01-08,12:49:01,1.1.4
20,Customer,Login,2016-01-08,12:00:07,1.1.4
157,Merchant,Login,2016-01-08,12:53:07,1.1.3
158,Customer,Login,2016-01-08,12:57:08,1.1.3
20,Customer,Login,2016-01-08,12:45:10,1.1.4
11,Customer,Login,2016-01-08,12:49:13,1.1.3
20,Customer,Login,2016-01-08,12:16:21,1.1.4
20,Customer,Login,2016-01-08,12:50:25,1.1.4
20,Customer,Login,2016-01-08,12:18:34,1.1.4
20,Customer,Login,2016-01-08,12:17:40,1.1.4
20,Customer,Login,2016-01-08,12:23:44,1.1.4
20,Customer,Login,2016-01-08,12:06:47,1.1.4
20,Customer,Login,2016-01-08,12:55:52,1.1.4
20,Customer,Login,2016-01-08,13:16:00,1.1.4
157,Merchant,Login,2016-01-08,13:24:11,1.1.4
157,Merchant,Login,2016-01-08,14:37:35,1.1.4
20,Customer,Login,2016-01-08,15:05:05,1.1.4
20,Customer,Login,2016-01-08,15:55:08,1.1.4
158,Customer,Login,2016-01-08,15:35:09,1.1.4
157,Merchant,Login,2016-01-08,15:12:21,1.1.4
158,Customer,Login,2016-01-08,15:52:21,1.1.4
26,Merchant,Login,2016-01-08,15:16:31,1.1.4
60,Customer,Login,2016-01-08,15:14:33,1.1.4
20,Customer,Login,2016-01-08,15:23:54,1.1.4
20,Customer,Login,2016-01-08,16:48:02,1.1.4
156,Customer,Login,2016-01-08,16:40:07,1.1.4
156,Customer,Login,2016-01-08,18:59:59,1.1.4
156,Customer,Login,2016-01-08,19:21:17,1.1.5
156,Customer,Login,2016-01-08,19:57:25,1.1.5
156,Customer,Login,2016-01-08,19:09:34,1.1.5
156,Customer,Login,2016-01-08,19:41:42,1.1.5
156,Customer,Login,2016-01-08,19:52:50,1.1.5
156,Customer,Login,2016-01-08,19:43:54,1.1.5
156,Customer,Login,2016-01-08,19:08:58,1.1.5
156,Customer,Login,2016-01-08,20:16:00,1.1.5
156,Customer,Login,2016-01-08,20:13:04,1.1.5
