156,Customer,Login,2016-01-07,11:58:45,1.1.2
156,Customer,Login,2016-01-07,11:57:57,1.1.2
156,Customer,Login,2016-01-07,11:53:58,1.1.2
20,Customer,Login,2016-01-07,12:06:02,1.1.2
20,Customer,Login,2016-01-07,12:46:03,1.1.2
20,Customer,Login,2016-01-07,12:54:49,1.1.3
11,Customer,Login,2016-01-07,16:37:25,1.1.3
20,Customer,Login,2016-01-07,16:42:36,1.1.3
20,Customer,Login,2016-01-07,17:12:00,1.1.3
20,Customer,Login,2016-01-07,17:47:12,1.1.3
20,Customer,Login,2016-01-07,18:26:50,1.1.3
11,Customer,Login,2016-01-07,19:56:24,1.1.3
