2,Merchant,Login,2015-03-09,10:05:28
9,Customer,Login,2015-03-09,10:05:38
46,Customer,Login,2015-03-09,11:09:09
9,Customer,Logout,2015-03-09,11:52:17
45,Customer,Login,2015-03-09,11:04:18
45,Customer,Login,2015-03-09,11:10:20
45,Customer,Login,2015-03-09,11:45:20
45,Customer,Login,2015-03-09,11:37:32
45,Customer,Login,2015-03-09,11:15:35
2,Merchant,Login,2015-03-09,11:06:50
2,Merchant,Logout,2015-03-09,11:38:51
48,Merchant,Login,2015-03-09,11:11:53
45,Customer,Login,2015-03-09,11:26:57
48,Merchant,Login,2015-03-09,11:31:57
48,Merchant,Login,2015-03-09,11:35:58
48,Merchant,Logout,2015-03-09,11:51:58
2,Merchant,Login,2015-03-09,11:09:59
45,Customer,Login,2015-03-09,12:50:01
45,Customer,Login,2015-03-09,12:33:02
45,Customer,Login,2015-03-09,12:13:03
2,Merchant,Login,2015-03-09,12:25:06
2,Merchant,Login,2015-03-09,12:09:11
2,Merchant,Logout,2015-03-09,12:18:11
48,Merchant,Login,2015-03-09,12:34:11
48,Merchant,Logout,2015-03-09,12:04:12
48,Merchant,Login,2015-03-09,12:32:12
48,Merchant,Logout,2015-03-09,12:37:12
2,Merchant,Login,2015-03-09,12:54:12
45,Customer,Login,2015-03-09,12:03:19
45,Customer,Login,2015-03-09,12:44:19
45,Customer,Login,2015-03-09,12:01:22
45,Customer,Login,2015-03-09,12:05:24
45,Customer,Login,2015-03-09,12:09:25
45,Customer,Login,2015-03-09,12:02:27
45,Customer,Login,2015-03-09,12:03:30
45,Customer,Login,2015-03-09,12:18:43
45,Customer,Login,2015-03-09,12:12:45
45,Customer,Login,2015-03-09,12:42:47
45,Customer,Login,2015-03-09,14:31:06
45,Customer,Login,2015-03-09,14:05:10
45,Customer,Login,2015-03-09,14:18:15
45,Customer,Login,2015-03-09,14:47:16
45,Customer,Login,2015-03-09,14:12:28
45,Customer,Login,2015-03-09,14:57:28
45,Customer,Login,2015-03-09,14:55:30
45,Customer,Login,2015-03-09,14:57:32
45,Customer,Login,2015-03-09,14:06:35
45,Customer,Login,2015-03-09,14:59:36
45,Customer,Login,2015-03-09,14:37:43
45,Customer,Login,2015-03-09,14:25:48
45,Customer,Login,2015-03-09,14:40:56
2,Merchant,Login,2015-03-09,14:56:57
2,Merchant,Login,2015-03-09,15:02:02
9,Customer,Login,2015-03-09,15:11:05
49,Merchant,Login,2015-03-09,15:36:12
50,Customer,Login,2015-03-09,15:04:13
49,Merchant,Login,2015-03-09,15:09:15
50,Customer,Login,2015-03-09,15:15:25
49,Merchant,Login,2015-03-09,15:40:25
49,Merchant,Login,2015-03-09,15:54:25
50,Customer,Logout,2015-03-09,15:18:37
50,Customer,Login,2015-03-09,15:22:37
49,Merchant,Login,2015-03-09,15:44:40
49,Merchant,Logout,2015-03-09,15:13:46
9,Customer,Login,2015-03-09,15:40:46
9,Customer,Logout,2015-03-09,15:18:55
49,Merchant,Login,2015-03-09,15:42:55
49,Merchant,Login,2015-03-09,16:27:09
49,Merchant,Logout,2015-03-09,16:32:09
50,Customer,Login,2015-03-09,16:09:10
50,Customer,Logout,2015-03-09,16:31:10
50,Customer,Login,2015-03-09,16:35:10
50,Customer,Login,2015-03-09,16:11:13
50,Customer,Login,2015-03-09,16:49:33
50,Customer,Login,2015-03-09,16:13:36
50,Customer,Login,2015-03-09,16:13:37
50,Customer,Logout,2015-03-09,16:22:38
9,Customer,Login,2015-03-09,16:35:38
2,Merchant,Login,2015-03-09,16:31:40
2,Merchant,Logout,2015-03-09,16:48:40
49,Merchant,Login,2015-03-09,16:00:41
49,Merchant,Login,2015-03-09,16:35:41
49,Merchant,Login,2015-03-09,16:33:42
49,Merchant,Logout,2015-03-09,16:45:42
2,Merchant,Login,2015-03-09,16:55:42
9,Customer,Login,2015-03-09,16:08:43
9,Customer,Login,2015-03-09,16:31:44
2,Merchant,Login,2015-03-09,16:25:45
2,Merchant,Logout,2015-03-09,16:33:45
49,Merchant,Login,2015-03-09,16:41:45
9,Customer,Login,2015-03-09,16:30:47
9,Customer,Login,2015-03-09,16:43:47
49,Merchant,Login,2015-03-09,16:51:47
49,Merchant,Login,2015-03-09,16:49:57
49,Merchant,Login,2015-03-09,16:53:59
9,Customer,Login,2015-03-09,17:30:02
49,Merchant,Logout,2015-03-09,17:05:04
49,Merchant,Login,2015-03-09,17:09:04
9,Customer,Login,2015-03-09,17:16:04
9,Customer,Login,2015-03-09,17:35:05
9,Customer,Login,2015-03-09,17:15:06
9,Customer,Login,2015-03-09,17:59:06
9,Customer,Login,2015-03-09,17:38:12
9,Customer,Login,2015-03-09,17:47:13
9,Customer,Login,2015-03-09,17:32:14
49,Merchant,Login,2015-03-09,17:17:16
49,Merchant,Logout,2015-03-09,17:46:16
51,Merchant,Login,2015-03-09,17:33:17
51,Merchant,Login,2015-03-09,17:47:18
51,Merchant,Login,2015-03-09,17:16:19
9,Customer,Login,2015-03-09,17:30:19
9,Customer,Login,2015-03-09,17:34:20
9,Customer,Login,2015-03-09,17:10:21
9,Customer,Login,2015-03-09,17:56:23
9,Customer,Login,2015-03-09,17:24:29
9,Customer,Login,2015-03-09,17:20:31
9,Customer,Login,2015-03-09,17:42:32
51,Merchant,Logout,2015-03-09,17:21:33
49,Merchant,Login,2015-03-09,17:56:33
49,Merchant,Login,2015-03-09,17:37:38
9,Customer,Login,2015-03-09,17:26:39
9,Customer,Login,2015-03-09,17:30:43
49,Merchant,Login,2015-03-09,17:30:46
9,Customer,Login,2015-03-09,17:00:48
49,Merchant,Login,2015-03-09,17:09:51
9,Customer,Login,2015-03-09,17:15:55
49,Merchant,Login,2015-03-09,17:17:57
49,Merchant,Login,2015-03-09,17:13:59
49,Merchant,Login,2015-03-09,18:18:01
49,Merchant,Login,2015-03-09,18:02:06
49,Merchant,Login,2015-03-09,18:58:06
49,Merchant,Login,2015-03-09,18:58:07
49,Merchant,Login,2015-03-09,18:29:09
49,Merchant,Login,2015-03-09,18:39:10
49,Merchant,Login,2015-03-09,18:41:11
49,Merchant,Login,2015-03-09,18:32:14
49,Merchant,Login,2015-03-09,18:05:15
49,Merchant,Login,2015-03-09,18:12:16
49,Merchant,Login,2015-03-09,18:47:21
9,Customer,Login,2015-03-09,18:27:22
49,Merchant,Login,2015-03-09,18:44:23
49,Merchant,Login,2015-03-09,18:02:28
9,Customer,Login,2015-03-09,18:08:38
49,Merchant,Login,2015-03-09,18:26:40
49,Merchant,Login,2015-03-09,18:10:43
49,Merchant,Login,2015-03-09,18:23:44
49,Merchant,Login,2015-03-09,18:46:46
9,Customer,Login,2015-03-09,18:48:46
49,Merchant,Login,2015-03-09,18:11:49
49,Merchant,Login,2015-03-09,18:57:50
9,Customer,Login,2015-03-09,18:45:52
49,Merchant,Login,2015-03-09,18:40:59
9,Customer,Login,2015-03-09,19:14:00
49,Merchant,Login,2015-03-09,19:48:00
49,Merchant,Login,2015-03-09,19:52:02
49,Merchant,Login,2015-03-09,19:30:07
23,Customer,Login,2015-03-09,19:16:08
23,Customer,Login,2015-03-09,19:59:12
23,Customer,Logout,2015-03-09,19:57:13
30,Customer,Login,2015-03-09,19:23:14
49,Merchant,Login,2015-03-09,19:57:17
9,Customer,Login,2015-03-09,19:18:20
49,Merchant,Login,2015-03-09,19:45:21
9,Customer,Login,2015-03-09,19:18:23
49,Merchant,Login,2015-03-09,19:42:23
9,Customer,Login,2015-03-09,19:46:27
49,Merchant,Login,2015-03-09,19:13:29
49,Merchant,Logout,2015-03-09,19:34:30
9,Customer,Login,2015-03-09,19:07:31
9,Customer,Login,2015-03-09,19:02:35
9,Customer,Login,2015-03-09,19:13:37
52,Customer,Login,2015-03-09,19:30:37
9,Customer,Login,2015-03-09,19:29:39
52,Customer,Login,2015-03-09,19:59:43
52,Customer,Logout,2015-03-09,19:51:45
49,Merchant,Login,2015-03-09,19:19:46
9,Customer,Login,2015-03-09,19:17:47
9,Customer,Login,2015-03-09,19:07:48
9,Customer,Logout,2015-03-09,19:46:48
9,Customer,Login,2015-03-09,19:53:50
9,Customer,Login,2015-03-09,19:55:53
9,Customer,Login,2015-03-09,19:47:57
9,Customer,Login,2015-03-09,19:53:58
9,Customer,Login,2015-03-09,19:25:59
9,Customer,Login,2015-03-09,20:04:00
9,Customer,Login,2015-03-09,20:19:02
9,Customer,Login,2015-03-09,20:30:04
9,Customer,Logout,2015-03-09,20:42:04
9,Customer,Login,2015-03-09,20:36:05
9,Customer,Logout,2015-03-09,20:56:05
9,Customer,Login,2015-03-09,20:42:06
53,Customer,Login,2015-03-09,20:03:19
9,Customer,Login,2015-03-09,20:27:20
53,Customer,Logout,2015-03-09,20:06:21
9,Customer,Login,2015-03-09,20:44:21
9,Customer,Logout,2015-03-09,20:35:22
53,Customer,Login,2015-03-09,20:50:22
