4,Merchant,Login,2015-04-14,10:01:24,1.14
4,Merchant,Logout,2015-04-14,10:13:24,0
4,Merchant,Login,2015-04-14,10:10:48,1.14
4,Merchant,Login,2015-04-14,10:40:50,1.14
25,Customer,Login,2015-04-14,11:46:06,1.14
4,Merchant,Login,2015-04-14,11:46:09,1.14
4,Merchant,Logout,2015-04-14,11:31:14,0
2,Customer,Login,2015-04-14,11:50:14,1.14
25,Customer,Login,2015-04-14,11:16:15,1.14
2,Customer,Login,2015-04-14,11:16:16,1.14
2,Customer,Login,2015-04-14,11:04:17,1.14
4,Merchant,Login,2015-04-14,11:31:18,1.14
4,Merchant,Logout,2015-04-14,11:35:18,0
2,Customer,Login,2015-04-14,11:53:18,1.14
2,Customer,Login,2015-04-14,11:40:19,1.14
2,Customer,Login,2015-04-14,11:41:20,1.14
2,Customer,Login,2015-04-14,11:28:22,1.14
41,Customer,Login,2015-04-14,11:35:22,1.14
41,Customer,Login,2015-04-14,11:58:24,1.14
2,Customer,Login,2015-04-14,11:04:25,1.14
2,Customer,Login,2015-04-14,11:37:25,1.14
4,Merchant,Login,2015-04-14,11:15:30,1.14
4,Merchant,Logout,2015-04-14,11:19:30,0
2,Customer,Login,2015-04-14,11:43:30,1.14
2,Customer,Login,2015-04-14,11:19:35,1.14
2,Customer,Login,2015-04-14,11:36:37,1.14
2,Customer,Login,2015-04-14,11:01:40,1.14
2,Customer,Login,2015-04-14,11:32:40,1.14
2,Customer,Login,2015-04-14,11:17:41,1.14
2,Customer,Login,2015-04-14,11:43:41,1.14
2,Customer,Login,2015-04-14,11:11:42,1.14
2,Customer,Login,2015-04-14,11:46:42,1.14
2,Customer,Login,2015-04-14,11:05:45,1.14
2,Customer,Login,2015-04-14,11:41:45,1.14
2,Customer,Login,2015-04-14,11:40:46,1.14
41,Customer,Login,2015-04-14,11:33:47,1.14
2,Customer,Login,2015-04-14,11:41:47,1.14
2,Customer,Login,2015-04-14,11:24:48,1.14
2,Customer,Login,2015-04-14,11:39:49,1.14
2,Customer,Login,2015-04-14,11:01:50,1.14
2,Customer,Login,2015-04-14,11:53:50,1.14
2,Customer,Login,2015-04-14,11:46:52,1.14
2,Customer,Login,2015-04-14,11:09:55,1.14
41,Customer,Login,2015-04-14,11:21:55,1.14
2,Customer,Login,2015-04-14,11:25:56,1.14
41,Customer,Login,2015-04-14,11:36:56,1.14
2,Customer,Login,2015-04-14,11:54:56,1.14
2,Customer,Login,2015-04-14,11:30:57,1.14
2,Customer,Login,2015-04-14,11:06:58,1.14
2,Customer,Login,2015-04-14,11:45:58,1.14
2,Customer,Login,2015-04-14,11:48:59,1.14
2,Customer,Login,2015-04-14,12:52:00,1.14
2,Customer,Login,2015-04-14,12:37:01,1.14
2,Customer,Login,2015-04-14,12:17:02,1.14
41,Customer,Login,2015-04-14,12:38:02,1.14
2,Customer,Login,2015-04-14,12:38:03,1.14
2,Customer,Login,2015-04-14,12:44:04,1.14
41,Customer,Login,2015-04-14,12:49:04,1.14
2,Customer,Login,2015-04-14,12:14:05,1.14
2,Customer,Login,2015-04-14,12:36:05,1.14
2,Customer,Login,2015-04-14,12:00:06,1.14
41,Customer,Login,2015-04-14,12:15:06,1.14
2,Customer,Login,2015-04-14,12:01:08,1.14
2,Customer,Login,2015-04-14,12:26:08,1.14
2,Customer,Login,2015-04-14,12:59:08,1.14
2,Customer,Login,2015-04-14,12:33:09,1.14
2,Customer,Login,2015-04-14,12:02:10,1.14
2,Customer,Login,2015-04-14,12:30:10,1.14
2,Customer,Login,2015-04-14,12:56:10,1.14
2,Customer,Login,2015-04-14,12:25:11,1.14
41,Customer,Login,2015-04-14,12:51:12,1.14
41,Customer,Login,2015-04-14,12:54:13,1.14
2,Customer,Login,2015-04-14,12:47:14,1.14
2,Customer,Login,2015-04-14,12:18:19,1.14
2,Customer,Login,2015-04-14,12:05:20,1.14
2,Customer,Login,2015-04-14,12:53:20,1.14
2,Customer,Login,2015-04-14,12:29:21,1.14
2,Customer,Login,2015-04-14,12:10:22,1.14
2,Customer,Login,2015-04-14,12:49:22,1.14
2,Customer,Login,2015-04-14,12:27:24,1.14
41,Customer,Login,2015-04-14,12:49:26,1.14
2,Customer,Login,2015-04-14,12:56:27,1.14
41,Customer,Login,2015-04-14,13:31:15,1.14
41,Customer,Login,2015-04-14,13:18:17,1.14
41,Customer,Login,2015-04-14,13:05:20,1.14
41,Customer,Login,2015-04-14,13:41:23,1.14
41,Customer,Logout,2015-04-14,14:27:34,0
41,Customer,Login,2015-04-14,14:52:34,1.14
41,Customer,Logout,2015-04-14,14:02:35,0
41,Customer,Logout,2015-04-14,14:02:35,0
20,Customer,Login,2015-04-14,14:22:48,1.14
2,Customer,Login,2015-04-14,14:47:58,1.14
2,Customer,Login,2015-04-14,15:26:00,1.14
25,Customer,Login,2015-04-14,15:19:01,1.14
2,Customer,Login,2015-04-14,15:15:02,1.14
25,Customer,Logout,2015-04-14,15:10:10,0
21,Customer,Login,2015-04-14,15:28:11,1.14
21,Customer,Login,2015-04-14,15:30:12,1.14
2,Customer,Login,2015-04-14,15:08:19,1.14
21,Customer,Login,2015-04-14,15:18:24,1.14
21,Customer,Login,2015-04-14,15:16:27,1.14
21,Customer,Login,2015-04-14,15:07:37,1.14
42,Merchant,Login,2015-04-14,15:12:46,1.14
42,Merchant,Logout,2015-04-14,16:28:57,0
17,Merchant,Login,2015-04-14,16:16:59,1.14
17,Merchant,Logout,2015-04-14,16:22:59,0
25,Customer,Login,2015-04-14,17:17:04,1.14
21,Customer,Login,2015-04-14,18:52:03,1.14
21,Customer,Login,2015-04-14,18:17:05,1.14
21,Customer,Login,2015-04-14,18:48:08,1.14
21,Customer,Login,2015-04-14,18:32:23,1.14
