11,Customer,Login,2015-11-02,07:55:30,5.0.2
6,Customer,Login,2015-11-02,15:12:16,5.0.2
6,Customer,Login,2015-11-02,16:39:37,5.0.2
6,Customer,Login,2015-11-02,16:31:40,5.0.2
6,Customer,Login,2015-11-02,16:02:42,5.0.2
6,Customer,Login,2015-11-02,16:45:50,5.0.2
6,Customer,Login,2015-11-02,16:06:51,5.0.2
6,Customer,Login,2015-11-02,17:21:11,5.0.2
6,Customer,Login,2015-11-02,17:13:39,5.0.2
6,Customer,Login,2015-11-02,17:26:54,5.0.2
6,Customer,Login,2015-11-02,18:24:03,5.0.2
6,Customer,Login,2015-11-02,18:15:06,5.0.2
6,Customer,Login,2015-11-02,18:48:07,5.0.2
6,Customer,Login,2015-11-02,18:53:09,5.0.2
6,Customer,Login,2015-11-02,18:20:16,5.0.2
