40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
40,Customer,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
40,Customer,Login,2015-01-27
40,Customer,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
40,Customer,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
5,Merchant,Login,2015-01-27
