6,Customer,Login,2015-05-11,10:18:31,2.0
25,Customer,Login,2015-05-11,10:38:40,2.0
25,Customer,Logout,2015-05-11,10:04:41,0
20,Customer,Login,2015-05-11,10:03:43,2.0
20,Customer,Login,2015-05-11,10:46:46,2.0
6,Customer,Login,2015-05-11,10:39:57,2.0
6,Customer,Logout,2015-05-11,10:59:58,0
6,Customer,Login,2015-05-11,11:14:00,2.0
6,Customer,Logout,2015-05-11,11:10:02,0
25,Customer,Login,2015-05-11,11:16:02,2.0
6,Customer,Login,2015-05-11,11:13:28,2.0
6,Customer,Login,2015-05-11,11:37:29,2.0
6,Customer,Login,2015-05-11,11:30:34,2.0
6,Customer,Login,2015-05-11,11:35:47,2.0
6,Customer,Login,2015-05-11,11:30:50,2.0
6,Customer,Login,2015-05-11,11:19:55,2.0
6,Customer,Login,2015-05-11,11:03:57,2.0
6,Customer,Login,2015-05-11,12:52:03,2.0
6,Customer,Login,2015-05-11,12:59:06,2.0
6,Customer,Login,2015-05-11,12:21:08,2.0
6,Customer,Login,2015-05-11,12:00:10,2.0
6,Customer,Login,2015-05-11,12:57:14,2.0
6,Customer,Login,2015-05-11,12:58:15,2.0
6,Customer,Login,2015-05-11,12:10:19,2.0
6,Customer,Login,2015-05-11,12:22:24,2.0
6,Customer,Login,2015-05-11,12:07:26,2.0
6,Customer,Login,2015-05-11,12:02:29,2.0
6,Customer,Login,2015-05-11,12:52:32,2.0
6,Customer,Login,2015-05-11,12:26:33,2.0
6,Customer,Login,2015-05-11,12:37:35,2.0
6,Customer,Login,2015-05-11,12:05:39,2.0
6,Customer,Login,2015-05-11,12:35:42,2.0
6,Customer,Login,2015-05-11,12:51:44,2.0
6,Customer,Login,2015-05-11,12:04:46,2.0
6,Customer,Login,2015-05-11,12:34:49,2.0
6,Customer,Login,2015-05-11,12:29:54,2.0
6,Customer,Login,2015-05-11,13:36:01,2.0
6,Customer,Login,2015-05-11,14:16:17,2.0
25,Customer,Login,2015-05-11,14:06:32,2.0
6,Customer,Login,2015-05-11,14:11:33,2.0
6,Customer,Login,2015-05-11,14:44:41,2.0
6,Customer,Login,2015-05-11,14:18:54,2.0
6,Customer,Login,2015-05-11,15:29:37,2.0
6,Customer,Login,2015-05-11,15:22:39,2.0
6,Customer,Login,2015-05-11,15:27:42,2.0
6,Customer,Login,2015-05-11,16:51:49,2.0
6,Customer,Login,2015-05-11,16:13:53,2.0
6,Customer,Login,2015-05-11,17:55:06,2.0
