6,Customer,Login,2015-10-28,10:51:36,5.0.2
4,Merchant,Login,2015-10-28,10:48:37,5.0.2
6,Customer,Login,2015-10-28,11:27:02,5.0.2
6,Customer,Login,2015-10-28,11:05:06,5.0.2
6,Customer,Login,2015-10-28,11:58:09,5.0.2
6,Customer,Login,2015-10-28,11:42:17,5.0.2
6,Customer,Login,2015-10-28,11:49:17,5.0.2
6,Customer,Login,2015-10-28,11:00:20,5.0.2
6,Customer,Login,2015-10-28,11:52:22,5.0.2
6,Customer,Login,2015-10-28,11:35:25,5.0.2
6,Customer,Login,2015-10-28,11:07:34,5.0.2
6,Customer,Login,2015-10-28,11:15:39,5.0.2
6,Customer,Login,2015-10-28,11:16:42,5.0.2
6,Customer,Login,2015-10-28,12:22:03,5.0.2
6,Customer,Login,2015-10-28,12:36:38,5.0.2
6,Customer,Login,2015-10-28,12:22:40,5.0.2
6,Customer,Login,2015-10-28,12:17:44,5.0.2
6,Customer,Login,2015-10-28,12:56:52,5.0.2
6,Customer,Login,2015-10-28,13:24:01,5.0.2
6,Customer,Login,2015-10-28,13:42:04,5.0.2
6,Customer,Login,2015-10-28,13:26:20,5.0.2
6,Customer,Login,2015-10-28,13:59:22,5.0.2
6,Customer,Login,2015-10-28,13:10:27,5.0.2
6,Customer,Login,2015-10-28,13:13:30,5.0.2
6,Customer,Login,2015-10-28,15:42:09,5.0.2
6,Customer,Login,2015-10-28,15:28:21,5.0.2
6,Customer,Login,2015-10-28,15:34:27,5.0.2
6,Customer,Login,2015-10-28,15:48:32,5.0.2
6,Customer,Login,2015-10-28,15:07:38,5.0.2
6,Customer,Login,2015-10-28,18:38:19,5.0.2
6,Customer,Login,2015-10-28,18:51:33,5.0.2
