50,Customer,Login,2015-03-10,11:17:54
23,Customer,Logout,2015-03-10,11:39:55
53,Customer,Login,2015-03-10,11:50:55
50,Customer,Logout,2015-03-10,12:19:17
54,Customer,Login,2015-03-10,12:49:18
53,Customer,Login,2015-03-10,12:07:19
55,Customer,Login,2015-03-10,12:35:36
53,Customer,Logout,2015-03-10,12:22:46
53,Customer,Login,2015-03-10,12:26:46
53,Customer,Logout,2015-03-10,12:32:46
23,Customer,Login,2015-03-10,12:42:46
55,Customer,Login,2015-03-10,12:35:47
23,Customer,Logout,2015-03-10,12:59:49
9,Customer,Login,2015-03-10,12:08:50
55,Customer,Login,2015-03-10,12:43:57
9,Customer,Logout,2015-03-10,12:47:57
2,Merchant,Login,2015-03-10,12:04:58
55,Customer,Logout,2015-03-10,12:19:58
2,Merchant,Logout,2015-03-10,12:04:59
9,Customer,Login,2015-03-10,12:27:59
56,Customer,Login,2015-03-10,12:33:59
9,Customer,Logout,2015-03-10,13:25:01
56,Customer,Logout,2015-03-10,13:25:01
23,Customer,Login,2015-03-10,13:48:01
56,Customer,Login,2015-03-10,13:29:02
23,Customer,Logout,2015-03-10,13:45:04
53,Customer,Login,2015-03-10,13:59:04
53,Customer,Logout,2015-03-10,13:27:07
55,Customer,Login,2015-03-10,13:41:07
56,Customer,Login,2015-03-10,13:06:08
56,Customer,Login,2015-03-10,13:32:10
56,Customer,Login,2015-03-10,13:11:11
57,Customer,Login,2015-03-10,14:37:23
58,Merchant,Login,2015-03-10,14:31:24
57,Customer,Login,2015-03-10,14:36:29
57,Customer,Logout,2015-03-10,14:10:30
58,Merchant,Logout,2015-03-10,14:27:31
58,Merchant,Login,2015-03-10,14:08:32
57,Customer,Login,2015-03-10,14:15:34
57,Customer,Login,2015-03-10,14:26:38
57,Customer,Logout,2015-03-10,14:06:42
59,Customer,Login,2015-03-10,14:22:42
59,Customer,Login,2015-03-10,14:57:43
59,Customer,Login,2015-03-10,14:41:49
59,Customer,Login,2015-03-10,14:44:50
59,Customer,Login,2015-03-10,15:55:15
58,Merchant,Login,2015-03-10,15:53:21
57,Customer,Login,2015-03-10,15:41:24
57,Customer,Login,2015-03-10,15:10:35
58,Merchant,Login,2015-03-10,15:32:46
57,Customer,Login,2015-03-10,15:09:50
57,Customer,Logout,2015-03-10,15:15:59
59,Customer,Login,2015-03-10,15:23:59
59,Customer,Login,2015-03-10,16:33:08
59,Customer,Login,2015-03-10,16:28:19
58,Merchant,Login,2015-03-10,16:06:24
59,Customer,Login,2015-03-10,16:17:24
57,Customer,Login,2015-03-10,16:35:24
58,Merchant,Login,2015-03-10,16:22:27
59,Customer,Login,2015-03-10,17:01:16
59,Customer,Login,2015-03-10,17:00:18
57,Customer,Login,2015-03-10,17:26:19
57,Customer,Login,2015-03-10,17:30:24
57,Customer,Logout,2015-03-10,17:56:26
56,Customer,Login,2015-03-10,17:12:27
56,Customer,Logout,2015-03-10,17:22:27
59,Customer,Login,2015-03-10,17:23:33
9,Customer,Login,2015-03-10,17:10:41
59,Customer,Login,2015-03-10,17:20:42
58,Merchant,Login,2015-03-10,17:22:43
58,Merchant,Login,2015-03-10,17:35:45
58,Merchant,Login,2015-03-10,17:08:50
58,Merchant,Login,2015-03-10,19:54:09
58,Merchant,Logout,2015-03-10,19:08:10
50,Customer,Login,2015-03-10,19:48:10
50,Customer,Login,2015-03-10,19:49:36
50,Customer,Logout,2015-03-10,19:08:41
