11,Customer,Login,2016-05-06,08:56:40,1.3.6
6,Customer,Login,2016-05-06,11:32:32,1.3.6
11,Customer,Login,2016-05-06,11:30:54,1.3.6
168,Merchant,Login,2016-05-06,12:55:02,1.3.6
6,Customer,Login,2016-05-06,12:47:04,1.3.6
6,Customer,Login,2016-05-06,12:54:09,1.3.6
11,Customer,Login,2016-05-06,12:58:12,1.3.6
22,Merchant,Login,2016-05-06,12:34:15,1.3.6
6,Customer,Login,2016-05-06,12:03:16,1.3.6
11,Customer,Login,2016-05-06,12:05:22,1.3.6
6,Customer,Login,2016-05-06,12:09:25,1.3.6
11,Customer,Login,2016-05-06,12:21:27,1.3.6
11,Customer,Login,2016-05-06,12:44:43,1.3.6
