6,Customer,Login,2015-02-18,01:53:07
6,Customer,Login,2015-02-18,01:07:08
6,Customer,Login,2015-02-18,01:11:08
6,Customer,Login,2015-02-18,01:29:11
17,Customer,Login,2015-02-18,01:25:13
17,Customer,Logout,2015-02-18,01:27:17
6,Customer,Login,2015-02-18,01:39:17
6,Customer,Login,2015-02-18,01:49:17
18,Merchant,Login,2015-02-18,04:34:09
19,Customer,Logout,2015-02-18,04:59:20
20,Merchant,Login,2015-02-18,04:46:21
2,Merchant,Login,2015-02-18,10:59:07
2,Merchant,Logout,2015-02-18,10:27:08
21,Merchant,Login,2015-02-18,10:20:09
21,Merchant,Login,2015-02-18,10:38:12
9,Customer,Login,2015-02-18,10:32:17
21,Merchant,Logout,2015-02-18,10:44:18
2,Merchant,Login,2015-02-18,10:10:19
2,Merchant,Login,2015-02-18,10:58:24
2,Merchant,Login,2015-02-18,10:14:25
2,Merchant,Login,2015-02-18,10:05:27
2,Merchant,Login,2015-02-18,10:59:27
9,Customer,Login,2015-02-18,10:12:28
2,Merchant,Login,2015-02-18,10:32:34
2,Merchant,Login,2015-02-18,10:04:40
9,Customer,Login,2015-02-18,10:19:45
9,Customer,Login,2015-02-18,10:37:51
