2,Merchant,Login,2015-03-18,11:56:17
2,Merchant,Logout,2015-03-18,11:51:27
56,Customer,Login,2015-03-18,11:45:28
70,Merchant,Login,2015-03-18,11:36:29
70,Merchant,Logout,2015-03-18,11:04:31
70,Merchant,Login,2015-03-18,11:07:31
70,Merchant,Logout,2015-03-18,11:17:33
70,Merchant,Login,2015-03-18,11:57:33
70,Merchant,Login,2015-03-18,11:39:35
70,Merchant,Login,2015-03-18,11:41:38
70,Merchant,Logout,2015-03-18,11:50:38
70,Merchant,Login,2015-03-18,11:01:52
70,Merchant,Logout,2015-03-18,11:43:53
70,Merchant,Login,2015-03-18,11:08:55
70,Merchant,Logout,2015-03-18,11:44:55
70,Merchant,Login,2015-03-18,11:30:57
70,Merchant,Login,2015-03-18,12:14:20
70,Merchant,Logout,2015-03-18,12:07:21
70,Merchant,Login,2015-03-18,12:02:23
70,Merchant,Logout,2015-03-18,12:29:23
56,Customer,Login,2015-03-18,12:03:28
56,Customer,Logout,2015-03-18,12:55:28
56,Customer,Logout,2015-03-18,12:42:29
2,Merchant,Login,2015-03-18,12:17:30
2,Merchant,Login,2015-03-18,12:23:31
2,Merchant,Login,2015-03-18,12:16:32
56,Customer,Login,2015-03-18,12:46:32
2,Merchant,Login,2015-03-18,12:03:33
56,Customer,Login,2015-03-18,12:47:33
2,Merchant,Login,2015-03-18,12:42:37
2,Merchant,Login,2015-03-18,12:16:40
2,Merchant,Login,2015-03-18,12:20:42
2,Merchant,Logout,2015-03-18,12:06:51
56,Customer,Login,2015-03-18,12:24:51
70,Merchant,Login,2015-03-18,12:42:51
70,Merchant,Logout,2015-03-18,12:52:51
65,Merchant,Login,2015-03-18,12:33:54
70,Merchant,Login,2015-03-18,12:29:55
70,Merchant,Logout,2015-03-18,12:33:55
70,Merchant,Login,2015-03-18,12:42:56
70,Merchant,Logout,2015-03-18,12:54:56
70,Merchant,Login,2015-03-18,12:41:57
70,Merchant,Logout,2015-03-18,12:50:57
56,Customer,Logout,2015-03-18,12:56:57
2,Merchant,Login,2015-03-18,12:18:58
59,Customer,Login,2015-03-18,12:47:58
59,Customer,Login,2015-03-18,13:36:00
59,Customer,Login,2015-03-18,13:42:02
65,Merchant,Logout,2015-03-18,13:29:03
59,Customer,Logout,2015-03-18,13:46:03
64,Customer,Login,2015-03-18,13:51:03
59,Customer,Login,2015-03-18,13:09:04
59,Customer,Logout,2015-03-18,13:53:04
59,Customer,Login,2015-03-18,13:02:05
59,Customer,Login,2015-03-18,13:47:05
59,Customer,Login,2015-03-18,14:30:20
59,Customer,Logout,2015-03-18,14:29:21
59,Customer,Login,2015-03-18,14:10:22
59,Customer,Logout,2015-03-18,14:23:22
59,Customer,Login,2015-03-18,14:27:22
59,Customer,Logout,2015-03-18,14:33:22
59,Customer,Login,2015-03-18,14:56:22
59,Customer,Login,2015-03-18,14:07:27
59,Customer,Login,2015-03-18,14:45:40
59,Customer,Login,2015-03-18,15:34:36
2,Merchant,Login,2015-03-18,15:16:39
2,Merchant,Login,2015-03-18,15:52:40
59,Customer,Login,2015-03-18,16:50:31
59,Customer,Login,2015-03-18,16:18:45
59,Customer,Login,2015-03-18,16:38:52
59,Customer,Login,2015-03-18,17:49:04
59,Customer,Login,2015-03-18,17:36:36
59,Customer,Login,2015-03-18,17:05:38
59,Customer,Login,2015-03-18,17:43:39
59,Customer,Login,2015-03-18,17:27:42
59,Customer,Login,2015-03-18,17:15:43
59,Customer,Login,2015-03-18,17:06:56
59,Customer,Login,2015-03-18,17:28:57
