143,Customer,Login,2015-12-23,09:48:45,1.1.0
143,Customer,Login,2015-12-23,09:23:52,1.1.0
143,Customer,Login,2015-12-23,09:22:57,1.1.0
11,Customer,Login,2015-12-23,11:55:37,1.0.9
143,Customer,Login,2015-12-23,12:35:00,1.1.0
143,Customer,Login,2015-12-23,12:32:04,1.1.0
20,Customer,Login,2015-12-23,12:11:43,1.1.0
20,Customer,Login,2015-12-23,12:49:53,1.1.0
143,Customer,Login,2015-12-23,13:54:00,1.1.0
143,Customer,Login,2015-12-23,13:08:04,1.1.0
143,Customer,Login,2015-12-23,15:09:34,1.1.0
20,Customer,Login,2015-12-23,18:56:48,1.1.0
143,Customer,Login,2015-12-23,19:32:14,1.1.0
143,Customer,Login,2015-12-23,19:30:25,1.1.0
143,Customer,Login,2015-12-23,19:37:39,1.1.0
143,Customer,Login,2015-12-23,19:50:42,1.1.0
143,Customer,Login,2015-12-23,19:24:46,1.1.0
143,Customer,Login,2015-12-23,19:17:48,1.1.0
143,Customer,Login,2015-12-23,19:01:52,1.1.0
143,Customer,Login,2015-12-23,19:47:53,1.1.0
143,Customer,Login,2015-12-23,19:38:55,1.1.0
